Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Tenure Type,Property Type,Parking Lot,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station
3.0,2.0,1174.0,0,0,1,0,1.0,0,0,0,0,0,595000.0,0,0,0
3.0,2.0,850.0,0,0,0,0,1.0,0,0,0,0,0,338000.0,0,0,0
3.0,2.0,1034.0,0,0,0,0,2.0,0,0,0,0,0,425000.0,0,0,0
4.0,1.0,732.0,1,0,1,0,1.0,0,0,1,1,0,180000.0,0,0,0
3.0,1.0,700.0,0,0,1,0,1.0,1,0,1,1,0,185000.0,0,0,0
3.0,1.0,650.0,0,0,1,3,1.0,1,0,0,1,0,85000.0,0,0,0
4.0,3.0,2524.0,0,0,0,0,2.0,0,0,0,0,0,328000.0,0,0,0
2.0,1.0,615.0,0,0,0,0,1.0,0,0,0,0,0,255000.0,0,0,0
3.0,2.0,916.0,0,0,1,0,2.0,0,0,0,0,0,378000.0,0,0,0
2.0,1.0,635.0,0,0,0,5,1.0,0,0,1,0,0,380000.0,0,0,0
2.0,1.0,660.0,0,0,1,0,1.0,0,0,0,0,0,270000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,1,0,1,1,0,225000.0,0,0,0
2.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,650.0,0,0,0,0,1.0,0,0,0,0,0,213000.0,0,0,0
3.0,2.0,1294.0,0,0,1,1,2.0,1,0,1,1,0,48000.0,0,0,0
3.0,2.0,950.0,0,0,1,0,1.0,0,0,0,0,0,268000.0,0,0,0
3.0,2.0,947.0,0,0,1,1,2.0,1,0,1,1,0,425000.0,0,0,1
2.0,2.0,1055.0,0,0,1,5,5.0,0,0,0,0,0,460000.0,0,0,0
1.0,1.0,689.0,0,0,1,5,5.0,0,0,0,0,0,295000.0,0,0,0
2.0,2.0,710.0,0,0,1,5,1.0,0,0,0,0,0,460000.0,0,0,0
3.0,2.0,1088.0,0,0,0,5,2.0,0,0,0,0,0,568000.0,0,0,0
3.0,2.0,1088.0,0,0,0,5,1.0,0,0,0,0,0,500000.0,0,0,0
3.0,2.0,1050.0,0,0,1,0,2.0,0,0,0,0,0,620000.0,0,0,0
3.0,2.0,753.0,0,0,0,0,1.0,0,0,0,0,0,215000.0,0,0,0
2.0,1.0,1101.0,0,0,1,0,1.0,0,0,0,0,0,148000.0,0,0,0
3.0,2.0,958.0,0,0,0,5,1.0,0,0,0,0,0,460000.0,0,0,0
3.0,2.0,720.0,0,0,1,0,1.0,0,0,1,1,0,180000.0,0,0,0
3.0,1.0,750.0,0,0,0,0,1.0,0,0,0,0,0,90000.0,0,0,0
2.0,2.0,904.0,0,0,0,1,1.0,0,0,0,0,0,140000.0,0,0,0
3.0,2.0,750.0,0,0,1,0,1.0,1,0,1,1,0,265000.0,0,0,1
3.0,2.0,929.0,0,0,0,0,2.0,0,0,0,0,0,315000.0,0,0,0
3.0,2.0,819.0,1,1,1,5,1.0,0,1,0,1,0,428000.0,0,1,1
3.0,2.0,830.0,0,0,1,1,1.0,0,0,0,0,0,209999.0,0,0,0
4.0,2.0,1260.0,0,0,0,0,1.0,0,0,1,1,0,249999.0,0,0,0
4.0,2.0,920.0,1,0,0,0,1.0,0,0,0,1,0,325000.0,0,1,1
2.0,2.0,701.0,0,0,1,5,1.0,0,0,0,0,0,868000.0,0,0,0
1.0,1.0,552.0,0,0,1,5,1.0,0,0,0,0,0,708000.0,0,0,0
2.0,2.0,900.0,0,0,1,1,1.0,0,0,0,0,0,369000.0,0,0,0
3.0,2.0,990.0,0,0,1,0,1.0,0,0,0,0,0,290000.0,0,0,0
1.0,1.0,680.0,0,0,0,5,1.0,0,0,0,0,0,259000.0,0,0,0
4.0,3.0,1661.0,1,1,0,1,2.0,1,1,1,1,1,1150000.0,1,0,0
3.0,2.0,1050.0,0,0,0,5,1.0,0,0,0,0,0,335000.0,0,0,0
3.0,2.0,1100.0,0,0,0,0,1.0,0,0,1,1,1,280000.0,0,0,0
3.0,2.0,926.0,0,0,1,0,1.0,0,0,1,0,0,340000.0,0,0,0
3.0,2.0,842.0,1,0,1,5,1.0,1,0,0,1,0,270000.0,0,0,0
4.0,3.0,1238.0,0,0,0,5,2.0,0,0,0,0,0,381000.0,0,0,0
3.0,2.0,998.0,0,0,1,1,1.0,0,0,0,0,0,390000.0,0,0,0
3.0,2.0,945.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,1128.0,0,0,0,0,1.0,0,0,0,0,0,275000.0,1,0,0
3.0,2.0,960.0,0,0,0,1,1.0,0,0,1,1,1,309000.0,0,0,0
3.0,2.0,990.0,0,0,1,1,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,1012.0,0,0,0,5,2.0,0,0,0,1,0,320000.0,0,0,1
2.0,2.0,527.0,0,0,1,3,1.0,0,0,0,0,0,135000.0,0,0,0
3.0,2.0,720.0,1,0,1,0,1.0,1,0,0,1,0,160000.0,0,0,0
3.0,2.0,753.0,0,0,1,1,1.0,1,1,0,1,0,300000.0,1,0,1
3.0,2.0,650.0,0,0,1,3,1.0,0,0,0,0,0,110000.0,0,0,0
3.0,2.0,1450.0,0,0,0,1,1.0,0,0,0,0,0,380000.0,0,0,0
3.0,2.0,850.0,1,0,0,0,1.0,0,0,0,1,0,210000.0,0,0,0
3.0,2.0,991.0,1,0,1,1,1.0,1,0,0,1,0,340000.0,0,0,0
3.0,2.0,900.0,0,0,0,0,2.0,0,0,0,0,0,345000.0,0,0,0
3.0,2.0,1173.0,1,1,1,1,1.0,1,1,1,1,0,355000.0,0,0,0
3.0,2.0,750.0,0,0,1,0,1.0,0,0,0,0,0,265000.0,0,0,0
3.0,2.0,753.0,0,0,1,3,1.0,0,0,0,0,0,180000.0,0,0,0
4.0,3.0,1547.0,0,0,0,1,1.0,1,0,1,1,1,710000.0,0,0,0
3.0,2.0,1200.0,0,0,0,1,1.0,0,0,0,0,0,380000.0,0,0,0
4.0,2.0,1001.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,850.0,0,0,0,3,1.0,0,0,0,0,0,155000.0,0,0,0
3.0,2.0,700.0,0,0,0,3,1.0,0,0,0,0,0,79000.0,0,0,0
3.0,2.0,1431.0,0,0,0,1,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,850.0,0,0,1,1,1.0,0,0,0,0,0,260000.0,0,0,0
3.0,2.0,667.0,0,0,1,0,1.0,0,0,0,0,0,175000.0,0,0,0
3.0,3.0,1711.0,0,0,1,1,2.0,0,0,0,0,0,715000.0,0,0,0
3.0,2.0,1003.0,1,0,1,1,1.0,1,0,1,1,0,410000.0,0,0,0
3.0,3.0,1300.0,0,0,0,1,1.0,0,0,0,0,0,470000.0,0,0,0
3.0,2.0,1431.0,0,0,0,1,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,850.0,0,0,1,1,1.0,0,0,0,0,0,260000.0,0,0,0
3.0,2.0,667.0,0,0,1,0,1.0,0,0,0,0,0,175000.0,0,0,0
3.0,3.0,1711.0,0,0,1,1,2.0,0,0,0,0,0,715000.0,0,0,0
3.0,2.0,1003.0,0,0,1,1,1.0,1,0,1,1,0,410000.0,0,0,0
3.0,3.0,1300.0,0,0,0,1,1.0,0,0,0,0,0,470000.0,0,0,0
3.0,2.0,1210.0,0,0,1,1,2.0,0,0,0,0,0,390000.0,0,0,0
3.0,2.0,910.0,0,0,1,0,1.0,1,0,1,1,0,260000.0,0,0,0
3.0,2.0,750.0,1,1,1,3,1.0,1,1,1,1,1,213000.0,0,0,0
3.0,2.0,753.0,0,1,0,0,1.0,0,1,0,0,0,240000.0,0,0,0
3.0,2.0,1054.0,0,0,0,1,2.0,0,0,0,0,0,295000.0,0,0,0
2.0,2.0,1411.0,0,0,0,1,1.0,1,1,1,1,0,888000.0,0,0,1
3.0,2.0,856.0,0,0,1,0,1.0,1,0,0,0,0,265000.0,0,0,0
3.0,2.0,700.0,1,1,1,0,1.0,1,1,1,1,1,190000.0,0,1,1
3.0,2.0,912.0,0,0,0,0,1.0,0,0,0,0,0,258000.0,0,0,0
3.0,2.0,842.0,0,0,1,5,1.0,1,0,0,1,0,249000.0,0,0,0
4.0,6.0,1853.0,0,0,0,1,2.0,0,0,0,0,0,2300000.0,0,0,0
3.0,2.0,791.0,0,0,0,0,1.0,0,0,0,0,0,220000.0,1,0,0
2.0,2.0,1055.0,0,0,1,5,1.0,0,0,0,0,0,500000.0,0,0,0
3.0,2.0,778.0,0,0,1,0,1.0,0,0,0,0,0,205000.0,0,0,0
3.0,2.0,1023.0,0,0,0,0,1.0,0,0,0,0,0,358000.0,0,0,0
3.0,2.0,950.0,0,0,0,1,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,750.0,0,0,1,0,1.0,0,0,0,0,0,255000.0,0,0,0
2.0,1.0,410.0,0,0,1,0,1.0,0,0,0,0,0,230000.0,0,0,0
3.0,2.0,818.0,0,0,1,0,1.0,0,0,0,0,0,220000.0,0,0,0
3.0,2.0,1001.0,0,0,1,0,1.0,0,0,0,0,0,210000.0,0,0,0
3.0,2.0,947.0,0,0,1,5,1.0,0,0,0,0,0,350000.0,0,0,0
2.0,1.0,560.0,0,0,0,6,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,1.0,650.0,1,1,1,3,1.0,0,1,1,1,1,135000.0,0,0,0
2.0,1.0,624.0,0,0,1,0,1.0,0,0,0,0,0,125000.0,0,0,0
2.0,2.0,841.0,0,0,0,0,1.0,0,0,0,0,0,340000.0,0,0,0
2.0,2.0,841.0,0,0,0,0,1.0,0,0,0,0,0,350000.0,0,0,0
2.0,1.0,624.0,0,0,1,0,1.0,0,0,0,0,0,138000.0,0,0,0
2.0,2.0,921.0,0,0,1,0,1.0,0,0,0,0,0,390000.0,0,0,0
2.0,2.0,640.0,0,0,1,0,1.0,0,0,0,0,0,290000.0,0,0,0
3.0,2.0,1475.0,0,0,1,1,2.0,0,0,0,0,0,700000.0,0,0,0
2.0,2.0,1077.0,0,0,1,0,2.0,0,0,0,0,0,580000.0,0,0,0
2.0,2.0,1077.0,0,0,1,0,2.0,0,0,0,0,0,600000.0,0,0,0
2.0,2.0,948.0,0,0,1,1,1.0,0,0,0,0,0,688000.0,0,0,0
3.0,2.0,1316.0,0,0,1,1,1.0,0,0,0,0,0,380000.0,0,0,0
3.0,2.0,1085.0,0,0,1,0,1.0,0,0,0,0,0,220000.0,0,0,0
2.0,1.0,660.0,0,0,1,0,1.0,0,0,0,0,0,168000.0,0,0,0
3.0,2.0,818.0,0,0,1,0,1.0,0,0,0,0,0,275000.0,0,0,0
3.0,2.0,802.0,0,0,1,0,1.0,0,0,0,0,0,325000.0,0,0,0
3.0,2.0,806.0,0,0,1,0,1.0,0,0,0,0,0,300000.0,0,0,0
3.0,3.0,1087.0,0,0,1,0,2.0,0,0,0,0,0,550000.0,0,0,0
3.0,2.0,929.0,0,0,1,0,1.0,0,0,0,0,0,188000.0,0,0,0
3.0,2.0,1300.0,0,0,1,0,2.0,0,0,0,0,0,540000.0,0,0,0
3.0,2.0,1399.0,0,0,1,0,1.0,0,0,0,0,0,480000.0,0,0,0
2.0,1.0,450.0,0,0,1,3,1.0,0,0,0,0,0,78000.0,0,0,0
3.0,2.0,806.0,0,0,1,0,1.0,0,0,0,0,0,280000.0,0,0,0
3.0,2.0,657.0,0,0,1,3,1.0,0,1,1,1,1,220000.0,0,0,1
3.0,2.0,1680.0,0,0,1,0,1.0,0,0,0,0,0,430000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,188000.0,0,0,0
4.0,3.0,1257.0,0,0,1,0,2.0,0,0,0,0,0,600000.0,0,0,0
3.0,2.0,806.0,0,0,1,0,1.0,0,0,0,0,0,270000.0,0,0,0
2.0,1.0,1226.0,0,0,1,5,1.0,0,0,0,0,0,390000.0,0,0,0
2.0,1.0,660.0,0,0,1,0,1.0,0,0,0,0,0,158000.0,0,0,0
3.0,3.0,2400.0,0,0,0,1,2.0,0,0,0,0,0,950000.0,0,0,0
3.0,2.0,1195.0,0,0,0,1,1.0,0,0,0,0,0,365000.0,0,0,0
3.0,2.0,909.0,0,0,1,1,1.0,1,1,1,1,1,330000.0,1,0,1
3.0,2.0,1288.0,0,0,1,0,1.0,0,0,0,0,0,350000.0,0,0,0
3.0,2.0,830.0,0,0,1,0,1.0,1,0,1,1,1,330000.0,0,0,0
2.0,1.0,530.0,0,0,1,3,1.0,0,1,0,1,1,185000.0,0,0,1
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,240000.0,0,0,0
3.0,2.0,1646.0,0,0,0,1,2.0,0,0,0,0,0,1100000.0,0,0,0
3.0,2.0,1288.0,0,0,1,0,1.0,0,0,0,0,0,310000.0,0,0,0
3.0,2.0,650.0,1,0,0,0,1.0,0,0,1,1,1,170000.0,0,0,0
4.0,2.0,1142.0,0,0,1,1,1.0,0,0,0,0,0,430000.0,0,0,0
1.0,1.0,548.0,0,0,1,5,1.0,0,0,0,0,0,165000.0,0,0,0
2.0,2.0,810.0,0,0,0,5,1.0,0,0,0,0,0,298000.0,0,0,0
3.0,2.0,1600.0,0,0,1,0,1.0,0,0,0,0,0,480000.0,0,0,0
3.0,2.0,632.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
2.0,2.0,726.0,0,0,0,1,1.0,0,1,1,1,0,270000.0,0,0,1
3.0,2.0,1600.0,0,0,1,0,1.0,0,0,0,0,0,500000.0,0,0,0
3.0,2.0,850.0,0,0,1,1,2.0,0,0,0,0,0,690000.0,0,0,0
3.0,2.0,1055.0,0,0,1,0,1.0,0,1,0,1,1,380000.0,0,0,0
3.0,2.0,915.0,0,0,0,1,1.0,1,1,1,1,0,400000.0,0,0,1
3.0,2.0,941.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
1.0,1.0,500.0,0,0,0,1,1.0,0,0,0,0,0,185000.0,0,0,0
3.0,2.0,720.0,0,0,0,0,1.0,0,0,0,0,0,230000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,198000.0,0,0,0
3.0,2.0,830.0,1,1,1,0,1.0,0,1,1,1,1,280000.0,0,1,1
3.0,2.0,893.0,0,0,1,0,1.0,0,0,0,0,0,370000.0,0,0,0
2.0,2.0,855.0,0,0,1,1,1.0,0,0,0,0,0,255000.0,0,0,0
3.0,2.0,800.0,0,0,0,0,2.0,0,0,0,0,0,220000.0,0,0,0
3.0,1.0,678.0,0,0,0,3,1.0,0,0,0,0,0,188000.0,0,0,0
4.0,2.0,965.0,0,0,0,1,2.0,0,0,0,0,0,285000.0,0,0,0
5.0,3.0,1550.0,1,0,1,1,1.0,1,0,1,1,0,420000.0,0,0,0
3.0,2.0,1000.0,0,0,1,0,1.0,0,0,0,0,0,230000.0,0,0,0
3.0,2.0,1043.0,0,0,0,0,1.0,0,1,1,1,0,390000.0,0,0,1
3.0,2.0,920.0,0,0,1,1,2.0,1,0,1,1,0,330000.0,0,0,1
5.0,4.0,2987.0,0,0,1,1,2.0,0,0,0,0,0,1028000.0,0,0,0
3.0,3.0,1038.0,0,0,1,5,1.0,0,0,0,0,0,600000.0,0,0,0
3.0,2.0,750.0,0,0,1,3,1.0,1,1,1,1,1,225000.0,0,0,0
3.0,2.0,950.0,0,0,0,0,1.0,0,0,0,0,0,199000.0,0,0,0
3.0,4.0,1281.0,1,1,1,1,1.0,1,1,1,1,1,650000.0,0,0,0
3.0,2.0,1540.0,0,0,1,1,2.0,0,0,0,0,0,868000.0,0,0,0
3.0,2.0,1300.0,1,1,1,1,1.0,1,1,1,1,0,580000.0,0,0,0
3.0,2.0,1828.0,1,1,0,1,2.0,1,1,1,1,1,1080000.0,1,0,0
2.0,1.0,495.0,0,0,1,3,1.0,0,0,0,0,0,78000.0,0,0,0
3.0,2.0,1288.0,0,0,1,0,1.0,0,0,0,0,0,350000.0,0,0,0
3.0,2.0,703.0,0,0,1,0,1.0,0,0,0,0,0,220000.0,0,0,0
3.0,2.0,904.0,0,0,0,1,2.0,0,0,0,0,0,479000.0,0,0,0
3.0,2.0,1075.0,0,0,0,1,1.0,0,0,0,0,0,430000.0,0,0,0
2.0,2.0,947.0,0,0,0,1,1.0,0,0,0,0,0,490000.0,0,0,0
3.0,2.0,1009.0,0,0,1,5,2.0,0,0,0,0,0,688000.0,0,0,0
3.0,2.0,1110.0,0,0,0,1,2.0,0,0,0,0,0,445300.0,0,0,0
3.0,2.0,1183.0,0,0,0,1,2.0,0,0,0,0,0,448000.0,0,0,0
3.0,2.0,1300.0,0,0,0,1,2.0,0,0,0,0,0,620000.0,0,0,0
3.0,2.0,850.0,0,0,0,0,1.0,0,0,0,0,0,268000.0,0,0,0
3.0,2.0,925.0,0,0,1,0,1.0,0,0,0,0,0,288000.0,0,0,0
3.0,2.0,1280.0,1,1,1,1,2.0,1,1,1,1,1,700000.0,0,0,0
1.0,1.0,550.0,0,0,0,1,1.0,0,0,0,0,0,270000.0,0,0,0
3.0,2.0,878.0,0,0,0,5,2.0,0,0,0,0,0,450000.0,0,0,0
3.0,2.0,810.0,0,0,1,5,1.0,0,0,0,0,0,300000.0,0,0,0
3.0,3.0,1062.0,0,0,1,1,1.0,0,0,0,0,0,380000.0,0,0,0
4.0,2.0,1400.0,0,0,1,1,1.0,0,0,0,0,0,520000.0,0,0,0
3.0,2.0,1141.0,0,0,1,1,4.0,0,0,0,0,0,400000.0,0,0,0
1.0,1.0,633.0,0,0,1,5,1.0,1,1,1,1,0,550000.0,0,0,1
3.0,2.0,670.0,0,0,1,0,1.0,0,0,0,0,0,165000.0,0,0,0
3.0,2.0,1114.0,0,0,0,1,2.0,0,0,0,0,0,448000.0,0,0,0
3.0,2.0,1114.0,0,0,0,1,2.0,0,0,0,0,0,447500.0,0,0,0
3.0,2.0,1114.0,0,0,0,1,2.0,0,0,0,0,0,448000.0,0,0,0
3.0,2.0,592.0,0,0,0,4,1.0,0,0,0,0,0,385000.0,0,0,0
3.0,2.0,1112.0,0,0,0,1,2.0,0,0,0,0,0,447500.0,0,0,0
2.0,2.0,1005.0,0,0,0,1,1.0,0,0,0,0,0,560000.0,0,0,0
3.0,2.0,742.0,1,1,0,0,1.0,1,1,1,1,0,330000.0,0,1,1
3.0,2.0,850.0,0,0,1,2,1.0,0,0,0,0,0,260000.0,0,0,0
3.0,2.0,992.0,0,0,0,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,687.0,1,0,1,0,1.0,0,0,0,1,0,135000.0,0,0,0
3.0,2.0,1165.0,0,0,0,1,2.0,0,0,0,0,0,520000.0,0,0,0
3.0,2.0,1315.0,0,0,0,1,2.0,0,0,0,0,0,600000.0,0,0,0
3.0,2.0,1165.0,0,0,0,1,2.0,0,0,0,0,0,500000.0,0,0,0
5.0,5.0,5000.0,0,0,1,1,3.0,1,1,0,1,1,2500000.0,0,0,1
3.0,2.0,1450.0,1,1,1,1,1.0,1,1,0,1,1,620000.0,0,1,1
3.0,2.0,1382.0,1,1,1,1,2.0,1,1,0,1,1,650000.0,0,1,1
2.0,1.0,494.0,0,0,0,3,1.0,0,0,0,0,0,155000.0,0,0,0
3.0,2.0,753.0,0,0,0,3,2.0,0,0,0,0,0,188000.0,0,0,0
3.0,2.0,850.0,0,0,0,0,1.0,0,0,0,0,0,170000.0,0,0,0
3.0,2.0,1274.0,0,0,0,0,2.0,0,0,0,0,0,385000.0,0,0,0
3.0,2.0,829.0,0,0,0,0,1.0,0,0,0,0,0,300000.0,0,0,0
3.0,3.0,1246.0,0,0,1,1,1.0,0,0,0,1,0,450000.0,0,0,1
4.0,3.0,1579.0,0,0,0,1,2.0,0,0,0,0,0,538000.0,0,0,0
3.0,2.0,1316.0,0,0,1,1,1.0,0,0,0,0,0,380000.0,0,0,0
3.0,4.0,2526.0,0,0,1,4,1.0,0,0,0,0,0,570000.0,0,0,0
3.0,2.0,1004.0,0,0,0,1,3.0,0,0,0,0,0,400000.0,0,0,0
3.0,2.0,1000.0,0,0,1,0,1.0,0,0,0,0,0,338000.0,0,0,0
3.0,2.0,991.0,0,0,0,1,1.0,0,0,0,0,0,338000.0,0,0,0
3.0,2.0,1050.0,0,0,0,1,3.0,0,0,0,0,0,370000.0,0,0,0
3.0,2.0,807.0,0,0,0,5,2.0,0,0,0,0,0,380000.0,0,0,0
3.0,1.0,660.0,0,0,1,3,1.0,0,0,0,0,0,148000.0,0,0,0
3.0,2.0,650.0,0,0,1,0,1.0,0,0,0,0,0,170000.0,0,0,0
4.0,4.0,1710.0,1,0,0,1,2.0,1,0,1,1,0,930000.0,0,0,0
3.0,2.0,1463.0,0,0,0,1,1.0,0,0,0,0,0,628000.0,0,0,0
2.0,2.0,9.0,0,0,0,1,2.0,0,0,0,0,0,348000.0,0,0,0
3.0,2.0,720.0,0,0,0,0,1.0,0,0,0,0,0,190000.0,0,0,0
2.0,2.0,800.0,0,0,0,1,1.0,0,0,0,0,0,675000.0,0,0,0
3.0,2.0,882.0,1,1,0,5,2.0,1,1,1,1,0,450000.0,0,0,0
4.0,2.0,1059.0,0,0,0,5,1.0,0,0,0,0,0,500000.0,0,0,0
3.0,2.0,710.0,0,0,1,0,1.0,0,0,0,0,0,168000.0,0,0,0
5.0,3.0,2300.0,0,0,1,1,3.0,0,0,0,0,0,1300000.0,0,0,0
4.0,3.0,1828.0,1,1,1,1,2.0,1,1,0,1,1,750000.0,0,1,1
3.0,2.0,1000.0,0,0,0,1,2.0,0,0,0,0,0,487000.0,0,0,0
3.0,2.0,1200.0,0,0,1,0,2.0,0,0,0,0,0,358000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,235000.0,0,0,0
2.0,2.0,550.0,0,0,1,0,1.0,0,0,0,0,0,220000.0,0,0,0
3.0,2.0,1000.0,0,0,0,0,1.0,0,0,0,0,0,255000.0,0,0,0
3.0,2.0,1044.0,0,0,0,5,2.0,0,0,0,0,0,420000.0,0,0,1
3.0,2.0,875.0,0,0,0,0,2.0,1,0,1,1,0,280000.0,0,0,0
3.0,2.0,850.0,0,0,0,1,2.0,0,0,0,0,0,325000.0,0,0,0
3.0,2.0,1100.0,0,0,0,1,1.0,0,0,0,0,0,440000.0,0,0,0
3.0,2.0,1141.0,0,0,0,1,1.0,0,0,0,0,0,300000.0,0,0,0
4.0,4.0,2233.0,0,0,1,1,1.0,0,0,0,0,0,650000.0,0,0,0
5.0,4.0,2080.0,0,0,1,0,1.0,0,0,0,0,0,449000.0,0,0,0
3.0,2.0,1025.0,0,0,0,1,1.0,1,0,1,1,0,600000.0,0,0,0
2.0,1.0,513.0,0,0,0,3,1.0,0,0,0,0,0,160000.0,0,0,0
2.0,2.0,872.0,0,0,1,1,1.0,0,0,0,0,0,350000.0,0,0,0
3.0,2.0,700.0,0,0,0,0,1.0,0,0,0,0,0,230000.0,0,0,0
2.0,2.0,1005.0,0,0,0,1,1.0,0,0,0,0,0,540000.0,0,0,0
2.0,1.0,517.0,0,0,0,3,1.0,0,0,0,0,0,118000.0,0,0,0
4.0,2.0,918.0,0,0,0,5,2.0,0,0,0,0,0,520000.0,0,0,0
3.0,2.0,807.0,0,0,1,0,1.0,0,0,0,0,0,200000.0,0,0,0
3.0,2.0,645.0,1,0,0,0,1.0,0,0,0,1,0,99000.0,0,0,0
3.0,2.0,790.0,1,0,0,0,1.0,1,0,0,1,0,108000.0,0,0,0
3.0,2.0,1035.0,0,0,0,0,1.0,0,0,0,0,0,528000.0,0,0,0
2.0,1.0,520.0,0,0,0,3,1.0,0,0,0,0,0,98000.0,0,0,0
2.0,1.0,624.0,0,0,1,3,1.0,0,0,0,0,0,188000.0,0,0,0
3.0,2.0,934.0,1,0,0,5,2.0,1,0,1,1,1,600000.0,0,1,1
3.0,2.0,1085.0,1,0,0,5,2.0,1,0,0,1,1,560000.0,0,1,1
3.0,2.0,1234.0,0,0,1,1,2.0,0,0,0,0,0,770000.0,0,0,0
1.0,1.0,635.0,0,0,0,5,1.0,0,0,1,0,0,350000.0,0,0,0
2.0,2.0,818.0,0,0,0,1,1.0,0,0,0,0,0,488000.0,0,0,0
2.0,2.0,818.0,0,0,0,1,1.0,0,0,0,0,0,488000.0,0,0,0
2.0,2.0,818.0,0,0,0,1,1.0,0,0,0,0,0,488000.0,0,0,0
2.0,1.0,608.0,0,0,1,0,1.0,0,0,0,0,0,265000.0,0,0,0
3.0,2.0,815.0,0,0,0,5,2.0,1,0,0,1,0,485000.0,0,0,0
3.0,2.0,837.0,0,0,0,1,1.0,0,0,0,0,0,330000.0,0,0,0
4.0,2.0,1010.0,1,1,0,5,2.0,1,1,1,1,1,650000.0,0,0,0
3.0,2.0,750.0,0,0,0,0,1.0,0,0,0,0,0,175000.0,0,0,0
2.0,1.0,646.0,0,0,1,0,1.0,0,0,0,0,0,130000.0,0,0,0
2.0,2.0,640.0,0,0,1,0,1.0,0,0,0,0,0,290000.0,0,0,0
3.0,2.0,1111.0,0,0,1,1,2.0,0,0,0,0,0,590000.0,0,0,0
3.0,2.0,800.0,0,0,1,0,1.0,0,0,0,0,0,430000.0,0,0,0
3.0,2.0,1463.0,0,0,0,5,2.0,0,0,0,0,0,990000.0,0,0,0
3.0,2.0,1169.0,1,0,0,1,1.0,1,0,1,1,1,349000.0,0,0,0
3.0,2.0,1300.0,0,0,0,1,2.0,0,0,0,0,0,730000.0,0,0,0
3.0,1.0,650.0,0,0,1,3,1.0,0,0,0,0,0,196000.0,0,0,0
3.0,2.0,887.0,0,0,0,1,1.0,0,0,0,0,0,478000.0,0,0,0
4.0,5.0,2800.0,1,1,0,1,2.0,1,1,0,1,1,1650000.0,0,1,1
3.0,2.0,614.0,1,0,1,0,1.0,0,0,0,1,1,200000.0,0,1,1
4.0,2.0,1059.0,0,0,0,5,2.0,0,0,0,0,0,530000.0,0,0,0
3.0,2.0,1020.0,0,0,1,5,1.0,1,0,1,0,0,400000.0,1,0,0
3.0,2.0,1023.0,1,0,1,1,1.0,1,0,1,1,0,377000.0,0,1,1
3.0,2.0,818.0,0,0,0,0,1.0,0,0,0,0,0,375000.0,0,0,0
4.0,2.0,940.0,0,0,0,5,2.0,0,0,0,0,0,460000.0,0,0,0
3.0,2.0,800.0,0,0,1,0,1.0,0,0,0,0,0,300000.0,0,0,0
4.0,2.0,940.0,0,0,0,5,2.0,0,0,0,0,0,480000.0,0,0,0
3.0,2.0,1150.0,0,0,1,1,1.0,0,0,0,0,0,450000.0,0,0,0
4.0,2.0,1179.0,0,0,0,0,1.0,0,0,0,0,0,350000.0,0,0,0
3.0,2.0,1024.0,0,0,1,0,1.0,0,0,0,0,0,315000.0,0,0,0
3.0,2.0,710.0,0,0,1,0,1.0,0,0,0,0,0,168000.0,0,0,0
3.0,2.0,1200.0,0,0,1,0,2.0,0,0,0,0,0,358000.0,0,0,0
3.0,3.0,1488.0,0,0,1,1,1.0,0,0,0,0,0,850000.0,0,0,0
3.0,2.0,1000.0,1,0,0,1,1.0,1,0,1,1,0,340000.0,0,0,0
2.0,1.0,950.0,0,0,0,5,1.0,1,0,1,1,1,530000.0,0,0,0
4.0,1.0,1059.0,0,0,0,3,1.0,0,0,0,0,0,188000.0,0,0,0
3.0,2.0,969.0,0,0,0,0,1.0,0,0,0,0,0,229000.0,1,0,0
3.0,2.0,700.0,0,0,0,1,1.0,0,0,0,0,0,245000.0,0,0,0
1.0,1.0,434.0,0,0,0,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,750.0,0,0,0,0,1.0,0,0,0,0,0,200000.0,0,0,0
3.0,2.0,804.0,1,0,0,5,2.0,0,0,0,1,1,360000.0,0,0,0
