Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Tenure Type,Property Type,Parking Lot,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station
3.0,2.0,2670.0,0,0,1,4,2.0,0,0,0,0,0,390000.0,0,0,0
3.0,2.0,750.0,0,0,0,0,1.0,0,0,0,0,0,200000.0,0,0,0
3.0,2.0,918.0,0,0,1,0,2.0,0,0,0,0,0,278000.0,0,0,0
3.0,2.0,1309.0,0,0,1,1,1.0,0,0,0,0,0,1150000.0,0,0,0
3.0,2.0,1288.0,0,0,0,1,2.0,0,0,0,0,0,355000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,2.0,0,0,0,0,0,280000.0,0,0,0
3.0,2.0,770.0,0,0,0,0,1.0,0,0,0,0,0,170000.0,0,0,0
4.0,2.0,1001.0,0,0,0,0,2.0,0,0,0,0,0,550000.0,0,0,0
3.0,2.0,1668.0,0,0,0,1,2.0,1,0,0,1,0,735000.0,0,0,1
3.0,2.0,936.0,0,0,0,1,2.0,0,0,0,0,0,570000.0,0,0,0
3.0,2.0,1023.0,1,1,1,1,2.0,0,1,1,1,0,539000.0,0,1,1
3.0,2.0,950.0,0,0,1,1,1.0,0,0,0,1,0,298000.0,0,0,1
3.0,2.0,848.0,0,0,1,1,2.0,0,0,0,0,0,530000.0,0,0,0
2.0,2.0,603.0,1,0,1,3,1.0,1,0,0,1,0,102000.0,0,0,0
2.0,1.0,550.0,0,0,0,3,1.0,0,0,0,0,0,110000.0,0,0,0
4.0,2.0,1149.0,1,0,0,1,2.0,1,0,1,1,1,404800.0,0,1,1
3.0,2.0,850.0,1,1,0,0,1.0,0,1,1,1,0,338800.0,1,1,1
4.0,2.0,850.0,1,0,0,0,1.0,0,0,1,1,0,299000.0,0,0,0
2.0,2.0,1019.0,0,0,1,1,1.0,0,0,0,0,0,400000.0,0,0,0
3.0,2.0,750.0,1,0,1,0,1.0,1,0,1,1,0,250000.0,0,1,1
3.0,2.0,1091.0,0,0,0,1,1.0,0,0,1,0,0,340000.0,0,0,1
3.0,2.0,1338.0,0,0,1,1,2.0,0,0,0,0,0,950000.0,0,0,0
3.0,2.0,870.0,0,0,1,5,1.0,0,0,0,0,0,438000.0,0,0,0
2.0,2.0,890.0,1,0,0,0,1.0,0,0,0,1,0,530000.0,0,0,0
3.0,2.0,1431.0,0,0,0,1,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,1400.0,0,0,0,1,1.0,0,0,0,0,0,630000.0,0,0,0
3.0,2.0,820.0,0,0,0,0,1.0,0,0,0,0,0,330000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,190000.0,0,0,0
3.0,2.0,710.0,0,0,1,0,1.0,0,0,0,0,0,249000.0,0,0,0
3.0,2.0,710.0,0,0,1,0,1.0,0,0,0,0,0,299000.0,0,0,0
2.0,2.0,862.0,0,0,0,5,1.0,0,0,0,0,0,305000.0,0,0,0
2.0,2.0,770.0,0,0,0,5,1.0,0,0,0,0,0,488000.0,0,0,0
3.0,2.0,1036.0,0,0,0,5,2.0,0,0,0,0,0,364000.0,0,0,0
2.0,2.0,953.0,0,0,0,0,1.0,0,0,0,0,0,505000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,275000.0,0,0,0
3.0,2.0,993.0,0,0,0,1,2.0,0,0,0,0,0,1150000.0,0,0,0
3.0,2.0,850.0,0,0,0,0,1.0,0,0,0,0,0,219999.0,0,0,0
3.0,2.0,878.0,0,0,0,5,1.0,0,0,0,0,0,470000.0,0,0,0
4.0,3.0,1710.0,1,0,1,1,1.0,0,0,1,1,0,960000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,215000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,239000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,235000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,239000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,190000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,180000.0,0,0,0
3.0,2.0,650.0,0,0,1,0,1.0,0,0,0,0,0,130000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,210000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,234000.0,0,0,0
3.0,1.0,850.0,0,0,1,0,1.0,0,0,0,0,0,287000.0,0,0,0
3.0,2.0,710.0,0,0,1,0,1.0,0,0,0,0,0,184000.0,0,0,0
3.0,2.0,1058.0,0,0,0,0,1.0,0,0,0,0,0,330000.0,0,0,0
3.0,2.0,811.0,0,0,0,0,2.0,0,0,0,0,0,260000.0,0,0,0
3.0,2.0,687.0,0,0,1,0,1.0,0,0,0,1,0,140000.0,0,0,0
3.0,2.0,1175.0,0,0,0,1,1.0,0,0,0,0,0,430000.0,0,0,0
4.0,3.0,1396.0,0,0,1,1,2.0,0,0,0,0,0,490000.0,0,0,0
1.0,1.0,391.0,0,0,1,1,1.0,0,0,0,0,0,180000.0,0,0,0
3.0,2.0,841.0,0,0,0,1,2.0,0,0,0,0,0,660000.0,0,0,0
3.0,3.0,1162.0,0,1,0,5,1.0,1,1,1,0,1,415000.0,0,1,1
1.0,1.0,661.0,0,0,0,5,1.0,0,0,0,0,0,308000.0,0,0,0
3.0,2.0,1000.0,0,0,1,1,1.0,0,0,0,0,0,398000.0,0,0,0
2.0,2.0,1058.0,0,0,1,5,1.0,0,0,0,0,0,950000.0,0,0,0
2.0,2.0,1213.0,0,0,1,1,2.0,1,1,1,1,0,700000.0,0,0,1
3.0,2.0,773.0,0,0,0,0,1.0,0,0,1,1,0,235000.0,1,0,0
3.0,2.0,1200.0,0,0,1,1,2.0,1,0,1,0,0,400000.0,1,0,0
2.0,2.0,780.0,0,0,1,1,2.0,0,0,0,0,0,400000.0,0,0,0
4.0,3.0,1711.0,0,0,0,1,1.0,1,1,1,1,0,790000.0,0,0,0
3.0,2.0,1100.0,1,0,0,1,1.0,1,0,1,1,0,455000.0,0,0,0
3.0,2.0,1100.0,0,0,1,1,1.0,1,0,0,1,0,398000.0,0,0,0
4.0,2.0,1331.0,0,0,0,1,1.0,0,0,0,0,0,390000.0,0,0,0
3.0,2.0,1400.0,1,0,1,1,2.0,1,0,0,1,0,385000.0,1,1,1
3.0,2.0,1200.0,0,0,0,1,2.0,0,0,0,0,0,450000.0,0,0,0
3.0,2.0,850.0,0,0,0,5,2.0,1,0,1,1,0,600000.0,0,0,1
3.0,2.0,1024.0,0,0,1,0,1.0,0,0,0,0,0,303000.0,0,0,0
3.0,3.0,1409.0,0,0,0,1,2.0,0,0,0,0,0,1300000.0,0,0,0
3.0,3.0,1409.0,0,0,0,1,2.0,0,0,0,0,0,1300000.0,0,0,0
3.0,2.0,1008.0,0,0,0,1,1.0,0,0,0,0,0,244000.0,0,0,0
3.0,2.0,1000.0,0,0,1,1,1.0,0,0,0,0,0,450000.0,0,0,0
2.0,1.0,512.0,0,0,1,1,1.0,0,0,0,0,0,230000.0,0,0,0
2.0,1.0,409.0,0,0,1,5,1.0,0,0,0,0,0,600000.0,0,0,0
3.0,2.0,970.0,1,1,1,1,1.0,1,1,1,1,0,350000.0,0,1,1
3.0,2.0,935.0,0,0,0,5,1.0,1,0,0,1,0,589000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,310000.0,0,0,0
3.0,3.0,1200.0,0,0,0,1,2.0,0,0,0,0,0,499000.0,0,0,0
3.0,2.0,850.0,1,0,0,1,1.0,0,0,1,1,1,289000.0,0,0,0
1.0,1.0,467.0,1,1,0,6,1.0,1,1,1,1,1,299000.0,0,0,0
1.0,1.0,526.0,0,0,0,5,1.0,0,0,0,0,0,400000.0,0,0,0
3.0,2.0,987.0,0,0,1,0,1.0,0,0,0,0,0,420000.0,0,0,0
3.0,2.0,1000.0,0,0,1,1,1.0,0,0,0,0,0,450000.0,0,0,0
3.0,2.0,1130.0,0,0,0,1,2.0,0,0,0,0,0,810000.0,0,0,0
3.0,2.0,689.0,0,0,0,0,1.0,1,0,1,1,0,170000.0,1,0,0
3.0,2.0,728.0,0,0,1,3,1.0,1,0,0,1,0,90000.0,0,0,0
3.0,2.0,650.0,0,0,0,3,1.0,0,0,0,0,0,110000.0,0,0,0
3.0,2.0,728.0,1,0,1,3,1.0,1,0,0,1,0,80000.0,0,0,0
3.0,2.0,1100.0,1,0,1,1,2.0,1,0,1,1,1,460000.0,0,0,0
3.0,2.0,900.0,0,0,0,0,1.0,0,0,0,0,0,140000.0,0,0,0
3.0,2.0,1538.0,0,0,0,1,1.0,0,0,0,0,0,269000.0,0,0,0
2.0,2.0,886.0,0,0,1,0,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,945.0,1,0,1,0,2.0,1,0,1,1,0,212000.0,0,1,1
3.0,2.0,1490.0,0,0,1,1,2.0,0,0,0,0,0,599900.0,0,0,0
3.0,2.0,650.0,0,0,0,0,1.0,0,0,0,0,0,209000.0,0,0,0
3.0,1.0,657.0,0,0,1,3,1.0,0,0,0,0,0,158000.0,0,0,0
3.0,2.0,1198.0,0,0,0,1,2.0,0,0,0,0,0,500000.0,0,0,0
4.0,3.0,1750.0,0,0,0,1,3.0,0,0,0,0,0,1050000.0,0,0,0
3.0,2.0,960.0,0,0,0,1,1.0,0,0,0,0,1,340000.0,0,0,0
3.0,2.0,1160.0,0,0,0,0,2.0,0,0,0,0,0,890000.0,0,0,0
3.0,2.0,1399.0,0,0,1,1,1.0,0,0,0,0,0,480000.0,0,0,0
3.0,2.0,805.0,0,0,1,1,1.0,0,0,0,0,0,317000.0,0,0,0
3.0,2.0,1153.0,0,0,1,1,1.0,0,0,0,0,0,490000.0,0,0,0
4.0,2.0,1474.0,0,0,1,1,1.0,0,0,0,0,0,700000.0,0,0,0
3.0,2.0,1523.0,0,0,1,1,1.0,0,0,0,0,0,639000.0,0,0,0
3.0,1.0,650.0,0,0,1,3,1.0,0,0,0,0,0,230000.0,0,0,0
3.0,2.0,1520.0,0,0,0,0,1.0,0,0,0,0,0,600000.0,0,0,0
3.0,2.0,969.0,0,0,1,1,1.0,0,0,0,0,0,370000.0,0,0,0
3.0,2.0,665.0,0,0,1,0,1.0,0,0,0,0,0,113400.0,0,0,0
3.0,2.0,774.0,0,0,1,5,1.0,0,0,1,0,0,530000.0,0,0,1
3.0,2.0,700.0,1,0,0,0,1.0,0,0,1,1,1,270000.0,1,0,0
3.0,2.0,850.0,0,0,1,0,2.0,0,0,0,0,0,220000.0,0,0,0
3.0,2.0,680.0,0,0,0,0,1.0,0,0,0,0,0,155000.0,0,0,0
3.0,3.0,1200.0,0,0,0,1,2.0,0,0,0,0,0,499000.0,0,0,0
3.0,3.0,1200.0,0,0,0,1,2.0,0,0,0,0,0,499000.0,0,0,0
3.0,2.0,700.0,0,0,0,0,1.0,1,0,0,0,0,195000.0,0,0,0
4.0,3.0,1300.0,0,0,0,1,2.0,0,0,0,0,0,290000.0,0,0,0
3.0,2.0,825.0,0,1,1,0,1.0,1,1,1,0,1,170000.0,1,0,0
3.0,2.0,786.0,1,0,0,0,1.0,1,0,1,1,1,245000.0,0,1,1
3.0,2.0,803.0,0,0,1,0,1.0,0,0,0,0,0,185000.0,0,0,0
3.0,2.0,750.0,0,0,1,0,1.0,0,0,0,0,0,133650.0,0,0,0
3.0,2.0,1197.0,0,0,0,0,1.0,0,0,0,0,0,350000.0,0,0,0
3.0,2.0,1528.0,0,0,1,1,1.0,0,0,0,0,0,728888.0,0,0,0
3.0,2.0,1050.0,0,0,0,1,1.0,0,0,0,0,0,240000.0,0,0,0
3.0,2.0,1079.0,1,1,0,1,1.0,1,1,1,1,0,220000.0,0,0,0
1.0,1.0,452.0,0,0,1,5,1.0,1,1,1,1,0,252000.0,0,0,0
3.0,2.0,850.0,1,0,1,0,1.0,0,0,0,1,0,275000.0,0,0,0
3.0,2.0,932.0,1,1,0,0,1.0,1,1,1,1,1,350000.0,0,1,1
3.0,2.0,1098.0,1,0,1,1,1.0,0,0,0,1,0,359999.0,0,1,1
3.0,2.0,1062.0,0,0,1,0,1.0,0,0,0,0,0,339999.0,0,0,0
3.0,3.0,1409.0,0,0,0,1,2.0,0,0,0,0,0,1150000.0,0,0,0
3.0,2.0,915.0,0,0,0,0,1.0,0,0,0,0,0,330000.0,0,0,0
2.0,1.0,581.0,1,1,1,5,1.0,1,1,1,1,0,520000.0,0,1,1
2.0,2.0,806.0,0,0,1,0,1.0,0,0,0,0,0,339000.0,0,0,0
3.0,3.0,1045.0,0,0,0,1,2.0,0,0,0,0,0,262000.0,0,0,0
3.0,2.0,770.0,0,0,0,3,1.0,0,0,0,0,0,190000.0,0,0,0
4.0,2.0,1139.0,0,0,0,1,1.0,0,0,0,0,0,390000.0,0,0,0
3.0,2.0,700.0,0,0,1,0,1.0,0,0,0,0,0,198000.0,0,0,0
4.0,2.0,1550.0,1,1,0,1,2.0,0,1,0,1,0,635000.0,0,1,1
3.0,2.0,650.0,0,0,0,0,1.0,0,0,0,0,0,180000.0,0,0,0
3.0,1.0,679.0,0,0,0,0,1.0,0,0,0,0,0,180000.0,0,0,0
3.0,2.0,1200.0,0,0,1,1,2.0,0,0,0,0,0,430000.0,0,0,0
3.0,2.0,950.0,1,0,1,1,1.0,0,0,0,1,0,310000.0,0,1,1
3.0,4.0,2044.0,0,0,1,1,2.0,0,0,0,0,0,1250000.0,0,0,0
2.0,1.0,712.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,700.0,0,0,0,0,1.0,0,0,0,0,0,368000.0,0,0,0
2.0,1.0,712.0,0,0,1,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,902.0,0,0,1,0,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,700.0,0,0,0,0,1.0,0,0,0,0,0,328000.0,0,0,0
4.0,2.0,1206.0,1,0,1,1,2.0,0,0,0,1,0,379999.0,0,1,1
3.0,2.0,863.0,1,0,1,0,1.0,1,0,0,1,0,270000.0,0,0,0
4.0,3.0,1646.0,0,0,0,1,2.0,0,0,0,0,0,1150000.0,0,0,0
3.0,2.0,820.0,0,0,0,0,1.0,0,0,0,0,0,225000.0,0,0,0
5.0,2.0,1164.0,0,0,0,0,1.0,0,0,0,0,0,295000.0,0,0,0
3.0,2.0,1033.0,0,0,0,1,2.0,0,0,0,0,0,680000.0,0,0,0
3.0,2.0,712.0,0,0,1,5,1.0,0,0,0,0,0,160000.0,0,0,0
3.0,2.0,800.0,0,0,1,0,1.0,0,0,0,0,0,190000.0,0,0,0
3.0,2.0,900.0,0,0,0,3,1.0,0,0,0,0,0,190000.0,0,0,0
3.0,2.0,850.0,1,0,0,0,1.0,0,0,0,1,0,170000.0,0,0,0
3.0,2.0,928.0,1,1,1,0,2.0,1,1,1,1,1,300000.0,0,1,1
3.0,1.0,705.0,1,0,1,3,1.0,1,0,1,1,0,270000.0,0,0,0
3.0,2.0,1399.0,0,0,1,0,1.0,0,0,0,0,0,480000.0,0,0,0
4.0,4.0,1986.0,0,0,1,1,1.0,0,0,0,0,0,1500000.0,0,0,0
3.0,2.0,915.0,0,0,0,0,2.0,0,0,0,0,0,456000.0,0,0,0
3.0,2.0,932.0,1,1,1,1,1.0,0,1,1,1,0,399000.0,0,1,1
4.0,2.0,1228.0,0,0,1,5,2.0,1,0,0,0,0,550000.0,0,1,1
4.0,2.0,1062.0,0,0,0,5,1.0,1,1,1,1,0,369999.0,0,0,1
3.0,2.0,995.0,1,1,0,1,1.0,1,1,1,1,0,420000.0,0,1,1
3.0,2.0,811.0,0,0,0,0,1.0,1,0,0,0,1,239999.0,0,0,0
3.0,2.0,771.0,1,0,1,0,1.0,1,0,1,1,0,250000.0,0,1,1
3.0,2.0,895.0,0,0,0,0,1.0,0,0,0,0,0,290000.0,0,0,0
3.0,2.0,1200.0,1,0,0,1,2.0,0,0,1,1,0,330000.0,0,0,0
3.0,2.0,1185.0,0,0,0,0,2.0,0,0,0,0,0,300000.0,0,0,0
3.0,2.0,721.0,1,1,1,0,1.0,1,1,0,1,0,229999.0,1,1,1
3.0,2.0,1062.0,0,0,1,0,1.0,0,0,0,0,0,355000.0,0,0,0
3.0,2.0,721.0,1,1,1,0,1.0,1,1,0,1,0,229999.0,1,1,1
3.0,2.0,1144.0,0,0,1,1,1.0,0,0,0,1,0,329999.0,0,0,1
3.0,2.0,1204.0,0,0,0,1,1.0,0,0,0,0,0,480000.0,0,0,0
3.0,2.0,700.0,0,0,0,0,1.0,0,0,0,0,0,273000.0,0,0,0
4.0,4.0,3200.0,0,0,0,1,3.0,0,0,0,0,0,1100000.0,0,0,0
3.0,2.0,1249.0,0,0,0,1,3.0,0,0,0,0,0,1450000.0,0,0,0
3.0,3.0,1459.0,0,0,0,1,2.0,0,0,0,0,0,1500000.0,0,0,0
3.0,2.0,1237.0,0,0,0,0,2.0,0,0,0,0,0,365000.0,0,0,0
2.0,2.0,900.0,1,1,0,1,1.0,1,1,1,1,1,720000.0,0,0,0
3.0,2.0,1399.0,0,0,1,1,1.0,0,0,0,0,0,480000.0,0,0,0
1.0,1.0,388.0,0,0,1,1,1.0,0,0,0,0,0,238000.0,0,0,0
3.0,2.0,1036.0,0,0,0,1,2.0,0,0,0,0,0,688000.0,0,0,0
3.0,2.0,1055.0,0,0,0,0,1.0,0,0,0,0,0,269000.0,0,0,0
3.0,2.0,743.0,0,0,0,0,1.0,0,0,0,0,0,220000.0,0,0,0
2.0,1.0,513.0,0,0,0,3,1.0,0,0,0,0,0,79900.0,0,0,0
2.0,2.0,880.0,0,0,1,1,1.0,0,0,0,0,0,310000.0,0,0,0
2.0,1.0,550.0,0,0,0,0,1.0,0,0,0,0,0,141750.0,0,0,0
3.0,2.0,1539.0,0,0,1,1,1.0,0,0,0,0,0,680000.0,0,0,0
2.0,2.0,1056.0,0,0,1,1,2.0,0,0,0,0,0,695000.0,0,0,0
3.0,2.0,830.0,0,0,1,1,2.0,0,0,0,0,0,190000.0,0,0,0
3.0,2.0,1400.0,0,0,0,0,1.0,0,0,0,0,0,388000.0,0,0,0
3.0,2.0,1000.0,0,0,0,1,2.0,0,0,0,0,0,530000.0,0,0,0
4.0,4.0,6000.0,0,0,0,1,3.0,0,0,0,0,0,3200000.0,0,0,0
3.0,2.0,1008.0,0,0,0,1,2.0,0,0,0,0,0,690000.0,0,0,0
4.0,2.0,833.0,0,0,0,0,1.0,0,0,0,0,0,238000.0,0,0,0
3.0,2.0,915.0,0,0,0,0,1.0,0,0,0,0,0,245000.0,0,0,0
3.0,2.0,1493.0,0,0,0,1,2.0,0,0,0,0,0,645000.0,0,0,0
3.0,2.0,650.0,0,0,1,3,1.0,0,0,1,0,0,90000.0,0,0,0
3.0,2.0,1055.0,0,0,0,0,1.0,0,0,0,0,0,270000.0,0,0,0
3.0,2.0,1023.0,0,0,0,1,2.0,0,0,0,0,0,300000.0,0,0,0
3.0,1.0,650.0,0,0,1,0,1.0,1,1,1,0,1,138000.0,0,0,0
3.0,2.0,795.0,0,0,0,0,1.0,0,0,0,0,0,280000.0,0,0,0
3.0,2.0,800.0,0,0,0,1,1.0,0,0,0,0,0,320000.0,0,0,0
3.0,2.0,860.0,0,0,0,1,2.0,0,0,0,0,0,320000.0,0,0,0
3.0,2.0,1010.0,0,0,1,1,2.0,0,0,0,0,0,680000.0,0,0,0
3.0,2.0,890.0,0,0,1,0,1.0,0,0,0,0,0,248000.0,0,0,0
3.0,2.0,1050.0,0,0,1,1,2.0,0,0,0,0,0,418000.0,0,0,0
3.0,2.0,1050.0,1,0,1,1,2.0,1,0,1,1,0,418000.0,0,1,1
3.0,2.0,1010.0,0,0,1,1,2.0,0,0,0,0,0,680000.0,0,0,0
3.0,2.0,890.0,0,0,1,0,1.0,0,0,0,0,0,248000.0,0,0,0
3.0,2.0,1050.0,0,0,1,1,2.0,0,0,0,0,0,418000.0,0,0,0
3.0,2.0,1050.0,0,0,1,1,2.0,1,0,1,1,0,418000.0,0,0,1
3.0,2.0,860.0,0,0,1,1,1.0,0,0,0,0,0,258000.0,0,0,0
4.0,2.0,1184.0,1,0,1,1,2.0,1,0,1,1,0,500000.0,0,0,0
3.0,3.0,1200.0,0,0,0,1,3.0,0,0,0,0,0,528000.0,0,0,0
3.0,2.0,931.0,0,0,1,5,1.0,1,1,1,0,1,306000.0,1,0,0
5.0,4.0,2266.0,0,0,1,1,2.0,0,0,0,0,0,2199999.0,0,0,0
1.0,1.0,438.0,0,0,0,5,1.0,0,0,0,0,0,405000.0,0,0,0
3.0,2.0,950.0,0,0,1,1,1.0,0,0,0,1,0,299999.0,0,0,1
3.0,2.0,926.0,1,0,1,1,1.0,0,0,0,1,0,299999.0,0,1,1
3.0,2.0,1098.0,1,0,1,1,1.0,0,0,0,1,0,359999.0,0,1,1
4.0,2.0,1206.0,0,0,1,1,2.0,0,0,0,1,0,375000.0,0,0,1
1.0,1.0,689.0,0,0,1,5,1.0,0,0,0,0,0,320000.0,0,0,0
3.0,2.0,730.0,1,0,0,0,1.0,0,0,1,1,0,330000.0,0,0,0
3.0,5.0,3072.0,0,0,0,1,3.0,0,0,0,0,0,2800000.0,0,0,0
3.0,2.0,918.0,1,1,1,1,1.0,1,1,1,1,0,305000.0,0,0,0
2.0,1.0,549.0,0,0,1,0,1.0,1,0,1,1,1,140000.0,0,0,0
3.0,2.0,900.0,0,0,0,0,2.0,0,0,0,0,0,200000.0,0,0,0
2.0,1.0,625.0,0,0,1,5,1.0,0,0,0,0,0,529000.0,0,0,0
2.0,2.0,828.0,0,0,0,0,1.0,0,0,0,0,0,158000.0,0,0,0
2.0,1.0,455.0,0,0,0,0,1.0,0,0,0,0,0,144000.0,0,0,0
1.0,1.0,689.0,0,0,1,5,1.0,0,0,0,0,0,290000.0,0,0,0
2.0,2.0,1033.0,0,0,0,1,1.0,0,0,0,0,0,308000.0,0,0,0
4.0,3.0,1400.0,0,0,0,1,2.0,0,0,0,0,0,2300000.0,0,0,0
3.0,1.0,615.0,0,0,1,0,1.0,0,0,0,0,0,210000.0,0,0,0
3.0,2.0,1088.0,0,0,0,5,1.0,0,0,0,0,0,448000.0,0,0,0
3.0,2.0,680.0,0,0,0,0,1.0,0,0,1,0,0,165000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,310000.0,0,0,0
3.0,2.0,1213.0,0,0,0,0,1.0,0,0,0,0,0,485000.0,0,0,0
3.0,2.0,1.0,0,0,1,3,1.0,0,0,0,0,0,148000.0,0,0,0
3.0,2.0,750.0,0,0,0,3,1.0,0,0,0,0,0,145000.0,0,0,0
3.0,2.0,1226.0,0,0,0,1,2.0,0,0,0,0,0,790000.0,0,0,0
3.0,2.0,877.0,0,0,1,1,1.0,1,0,1,1,0,280000.0,0,0,0
3.0,2.0,850.0,0,0,0,0,1.0,1,0,1,0,1,295000.0,0,0,0
3.0,2.0,850.0,1,0,1,0,1.0,0,0,0,1,0,230000.0,0,0,0
3.0,1.0,560.0,0,0,0,3,1.0,0,0,0,0,0,120000.0,0,0,0
3.0,2.0,743.0,0,0,0,0,1.0,1,1,0,1,0,210000.0,0,0,0
3.0,1.0,657.0,1,0,1,0,1.0,1,0,1,1,0,180000.0,0,1,1
3.0,2.0,936.0,0,0,0,1,1.0,0,0,0,0,0,360000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,185000.0,0,0,0
3.0,2.0,122774.0,0,0,1,1,2.0,0,0,0,0,0,688888.0,0,0,0
3.0,1.0,650.0,0,0,0,3,1.0,0,0,0,0,0,130000.0,0,0,0
3.0,2.0,650.0,0,0,0,3,1.0,0,0,0,0,0,118000.0,0,0,0
1.0,1.0,510.0,0,0,0,5,1.0,0,0,0,0,0,363000.0,0,0,0
3.0,2.0,1065.0,0,0,1,1,2.0,0,0,0,0,0,460000.0,0,0,0
3.0,2.0,833.0,0,0,1,0,1.0,0,1,1,1,1,255000.0,0,0,1
3.0,2.0,800.0,0,0,0,0,1.0,0,0,0,0,0,185000.0,0,0,0
2.0,2.0,765.0,0,0,0,1,1.0,0,0,0,0,0,178000.0,0,0,0
3.0,2.0,1018.0,1,1,1,0,1.0,0,1,1,1,1,288000.0,0,1,1
3.0,2.0,880.0,0,0,1,0,1.0,0,0,0,0,0,188000.0,0,0,0
3.0,2.0,1392.0,0,0,1,3,1.0,0,0,0,0,0,280000.0,0,0,0
3.0,2.0,1151.0,0,0,0,5,1.0,0,0,0,0,0,400000.0,0,0,0
4.0,3.0,1570.0,0,0,1,1,3.0,0,0,0,0,0,680000.0,0,0,0
5.0,3.0,2088.0,0,0,1,5,2.0,0,0,0,0,0,578000.0,0,0,0
3.0,2.0,904.0,0,0,0,1,2.0,0,0,0,0,0,438000.0,0,0,0
2.0,1.0,570.0,0,0,0,3,1.0,0,0,0,0,0,175000.0,0,0,0
1.0,1.0,715.0,0,0,0,0,1.0,0,0,0,0,0,295000.0,0,0,0
3.0,3.0,1206.0,0,0,0,1,1.0,0,0,0,0,0,448000.0,0,0,0
2.0,2.0,900.0,0,0,0,1,2.0,0,0,0,0,0,500000.0,0,0,0
3.0,2.0,1200.0,0,0,0,1,2.0,0,0,0,0,0,708000.0,0,0,0
3.0,2.0,750.0,0,0,0,0,1.0,0,0,0,0,0,250000.0,0,0,0
3.0,2.0,996.0,0,0,1,4,2.0,0,0,1,0,1,558000.0,0,0,0
3.0,2.0,1073.0,0,0,1,0,1.0,1,1,1,1,0,550000.0,0,0,0
3.0,2.0,860.0,0,0,1,3,1.0,0,0,0,0,0,120000.0,0,0,0
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,300000.0,0,0,0
3.0,2.0,1288.0,0,0,1,1,1.0,0,0,0,0,0,880000.0,0,0,0
3.0,2.0,882.0,0,0,1,0,1.0,0,0,0,0,0,174000.0,0,0,0
2.0,2.0,840.0,1,0,0,1,2.0,0,0,1,1,0,485000.0,0,0,0
3.0,2.0,770.0,0,0,0,3,1.0,0,0,0,0,0,190000.0,0,0,0
2.0,2.0,650.0,0,0,0,5,1.0,0,0,0,0,0,308000.0,0,0,0
3.0,2.0,843.0,0,0,1,5,1.0,0,0,0,0,0,341000.0,0,0,0
3.0,2.0,1044.0,0,0,1,1,2.0,0,0,0,0,0,570000.0,0,0,0
3.0,2.0,950.0,0,0,0,1,2.0,0,0,0,0,0,450000.0,0,0,0
1.0,1.0,383.0,0,0,1,0,1.0,0,0,0,0,0,144000.0,0,0,0
3.0,2.0,775.0,0,0,1,0,1.0,0,0,0,0,0,340000.0,0,0,0
3.0,2.0,818.0,0,0,1,0,1.0,0,0,0,0,0,240000.0,1,0,0
2.0,1.0,540.0,0,0,0,0,1.0,0,0,0,0,0,196000.0,0,0,0
3.0,3.0,2219.0,0,0,1,1,3.0,0,0,0,0,0,1213200.0,0,0,0
3.0,2.0,1270.0,0,0,1,1,2.0,0,0,0,0,0,480760.0,0,0,0
3.0,2.0,733.0,0,0,0,0,1.0,1,0,1,1,0,285000.0,0,0,1
3.0,2.0,850.0,0,0,0,0,2.0,0,0,0,0,0,380000.0,0,0,0
3.0,2.0,1300.0,0,0,0,1,1.0,0,0,0,0,0,435000.0,0,0,0
3.0,2.0,1550.0,0,0,1,1,3.0,0,0,0,0,0,618800.0,0,0,0
4.0,2.0,1400.0,1,0,0,1,2.0,0,0,1,1,0,604000.0,0,1,1
3.0,2.0,850.0,0,0,1,0,1.0,0,0,0,0,0,260000.0,0,0,0
