Actual Price,Predicted Price
355000.0,505050.9524817348
260000.0,192883.08281778856
370000.0,589360.0585211406
395000.0,418152.97313214396
150000.0,289860.2403115492
290000.0,359500.53371577134
340000.0,347812.84143481386
115000.0,267650.6618949611
140000.0,192883.08281778856
360000.0,598797.3143555284
430000.0,267650.6618949611
1239000.0,520733.80837610806
250000.0,342064.43150999956
490000.0,418152.97313214396
263000.0,187703.13829216952
520000.0,596234.8638214729
400000.0,413233.21184682957
215000.0,192883.08281778856
1500000.0,418152.97313214396
302000.0,338552.2637008083
435000.0,423894.5885557508
368000.0,566637.3277978533
930000.0,502501.9980230076
380000.0,359500.53371577134
135000.0,192883.08281778856
920000.0,502501.9980230076
290000.0,299383.04631891
199900.0,306410.68145026726
470000.0,484762.65560440987
259000.0,306410.68145026726
185000.0,209228.10330764155
390000.0,433085.0759258311
670000.0,471332.43945786916
255000.0,306410.68145026726
180000.0,299383.04631891
230000.0,267650.6618949611
448000.0,459053.30789303547
290000.0,337804.3268244809
1177000.0,913662.8952420129
188000.0,347812.84143481386
133650.0,267650.6618949611
1850000.0,1023147.1234059266
320000.0,267650.6618949611
570000.0,421740.4435341395
420000.0,423894.5885557508
360000.0,421740.4435341395
750000.0,913662.8952420129
1250000.0,1338100.0907389352
350000.0,513797.4851221169
1200000.0,1102804.7275457778
318000.0,369657.84686891915
280000.0,328087.7056404801
210000.0,267650.6618949611
240000.0,267650.6618949611
338000.0,282766.65349916794
488000.0,434509.3160542895
450000.0,357773.027875324
450000.0,357773.027875324
1050000.0,871225.2603086648
530000.0,455975.9673832877
269000.0,347812.84143481386
220000.0,282766.65349916794
400000.0,502501.9980230076
265000.0,267650.6618949611
428000.0,306410.68145026726
420000.0,433085.0759258311
265000.0,187482.88079072064
350000.0,418152.97313214396
480000.0,371227.43333178177
125000.0,282766.65349916794
730000.0,332526.1661678233
338000.0,418152.97313214396
150000.0,184091.38634096715
350000.0,418152.97313214396
440000.0,369657.84686891915
530000.0,371227.43333178177
1600000.0,1201779.5603171908
525000.0,777185.5899858485
312800.0,299383.04631891
700000.0,418152.97313214396
825000.0,760519.4442467372
800000.0,413233.21184682957
290000.0,518354.53417287616
360000.0,282766.65349916794
430000.0,520733.80837610806
230000.0,267650.6618949611
532000.0,534658.4238798926
1700000.0,1847430.461046435
285000.0,306410.68145026726
2800000.0,2720486.717773654
255000.0,357773.027875324
530000.0,418152.97313214396
450000.0,589360.0585211406
400000.0,359500.53371577134
245000.0,421740.4435341395
600000.0,478660.3993819032
400000.0,421740.4435341395
450000.0,433085.0759258311
398000.0,443539.532124361
240000.0,306410.68145026726
365000.0,505050.9524817348
396000.0,502501.9980230076
160000.0,192883.08281778856
300000.0,518354.53417287616
900000.0,875966.5782594818
440000.0,745020.8805953541
600000.0,478660.3993819032
100000.0,267650.6618949611
340000.0,357773.027875324
1200000.0,1185730.125204676
530000.0,299383.04631891
450000.0,369657.84686891915
245000.0,267650.6618949611
250000.0,267650.6618949611
299000.0,469719.9080980076
270000.0,342064.43150999956
400000.0,418152.97313214396
330000.0,359500.53371577134
400000.0,306410.68145026726
630000.0,459053.30789303547
499000.0,518354.53417287616
295000.0,418152.97313214396
148000.0,443844.8062729202
280000.0,184091.38634096715
670000.0,745020.8805953541
200200.0,328087.7056404801
300000.0,306410.68145026726
600000.0,478660.3993819032
250000.0,369657.84686891915
420000.0,267650.6618949611
260000.0,306410.68145026726
465000.0,434815.20073297364
620000.0,655833.5010748293
250000.0,319070.8509178608
240000.0,306410.68145026726
220000.0,267650.6618949611
340000.0,443539.532124361
288000.0,306410.68145026726
520000.0,514409.1982379943
370000.0,306410.68145026726
530000.0,534658.4238798926
230000.0,306410.68145026726
620000.0,299383.04631891
615000.0,777860.958863272
265000.0,299383.04631891
344000.0,357773.027875324
305000.0,299383.04631891
330000.0,544628.4690360535
190000.0,347812.84143481386
315000.0,833085.2620437458
360000.0,267650.6618949611
65000.0,192883.08281778856
565000.0,359500.53371577134
428000.0,434509.3160542895
660000.0,748931.981086632
180000.0,306410.68145026726
350000.0,443539.532124361
230000.0,306410.68145026726
360000.0,433085.0759258311
240000.0,267650.6618949611
1420000.0,518354.53417287616
520000.0,423894.5885557508
165000.0,275005.40967915393
380790.0,413233.21184682957
470000.0,625678.6074649665
190000.0,328087.7056404801
160000.0,282766.65349916794
168000.0,342064.43150999956
235000.0,372226.538277054
530000.0,514409.1982379943
378000.0,520285.3073153234
